ARG_Name	ARG	AMR_category	AMR_sub_class	Resistance_mechanism
ERMU	ErmU	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration
ERMV	ErmV	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration
ERMW	ErmW	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration
ERMX	ErmX	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration
ERMX	ermX	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration
ERMY	ErmY	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration
ERMZ	ermZ	MLS	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration
ERP-1	ERP-1	beta-lactam	penam	antibiotic inactivation
ESCHERICHIA COLI 16S RRNA (RRNB) MUTATION CONFERRING RESISTANCE TO SPECTINOMYCIN	Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to spectinomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRNB) MUTATION CONFERRING RESISTANCE TO STREPTOMYCIN	Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to streptomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRNB) MUTATION CONFERRING RESISTANCE TO TETRACYCLINE	Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to tetracycline	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO G418	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to G418	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO GENTAMICIN C	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to gentamicin C	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO KANAMYCIN A	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to kanamycin A	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO NEOMYCIN	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to neomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO PAROMOMYCIN	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to paromomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO SPECTINOMYCIN	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to spectinomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO STREPTOMYCIN	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to streptomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO TETRACYCLINE	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to tetracycline	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRSB) MUTATION CONFERRING RESISTANCE TO TOBRAMYCIN	Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to tobramycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRSC) MUTATION CONFERRING RESISTANCE TO KASUGAMICIN	Escherichia coli 16S rRNA (rrsC) mutation conferring resistance to kasugamicin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA (RRSH) MUTATION CONFERRING RESISTANCE TO SPECTINOMYCIN	Escherichia coli 16S rRNA (rrsH) mutation conferring resistance to spectinomycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 16S RRNA MUTATION CONFERRING RESISTANCE TO EDEINE	Escherichia coli 16S rRNA mutation conferring resistance to edeine	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
ESCHERICHIA COLI 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO CHLORAMPHENICOL	Escherichia coli 23S rRNA with mutation conferring resistance to chloramphenicol	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
ESCHERICHIA COLI 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO CLARITHROMYCIN	Escherichia coli 23S rRNA with mutation conferring resistance to clarithromycin	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
ESCHERICHIA COLI 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO CLINDAMYCIN	Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
ESCHERICHIA COLI 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO ERYTHROMYCIN AND TELITHROMYCIN	Escherichia coli 23S rRNA with mutation conferring resistance to erythromycin and telithromycin	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
ESCHERICHIA COLI 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO OXAZOLIDINONE ANTIBIOTICS	Escherichia coli 23S rRNA with mutation conferring resistance to oxazolidinone antibiotics	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
ESCHERICHIA COLI ACRA	Escherichia coli acrA	multidrug	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux
ESCHERICHIA COLI ACRR WITH MUTATION CONFERRING MULTIDRUG ANTIBIOTIC RESISTANCE	Escherichia coli acrR with mutation conferring multidrug antibiotic resistance	multidrug	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration
ESCHERICHIA COLI AMPC BETA-LACTAMASE	Escherichia coli ampC beta-lactamase	beta-lactam	cephalosporin;penam	antibiotic inactivation
ESCHERICHIA COLI AMPC1 BETA-LACTAMASE	Escherichia coli ampC1 beta-lactamase	beta-lactam	cephalosporin;penam	antibiotic inactivation
ESCHERICHIA COLI AMPH BETA-LACTAMASE	Escherichia coli ampH beta-lactamase	beta-lactam	cephalosporin;penam	antibiotic inactivation
ESCHERICHIA COLI CPXR	Escherichia coli CpxR	multidrug	aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	antibiotic efflux
ESCHERICHIA COLI CYAA WITH MUTATION CONFERRING RESISTANCE TO FOSFOMYCIN	Escherichia coli cyaA with mutation conferring resistance to fosfomycin	fosfomycin	fosfomycin	antibiotic target alteration
ESCHERICHIA COLI EF-TU MUTANTS CONFERRING RESISTANCE TO ENACYLOXIN IIA	Escherichia coli EF-Tu mutants conferring resistance to Enacyloxin IIa	elfamycin	elfamycin antibiotic	antibiotic target alteration
ESCHERICHIA COLI EF-TU MUTANTS CONFERRING RESISTANCE TO KIRROMYCIN	Escherichia coli EF-Tu mutants conferring resistance to kirromycin	elfamycin	elfamycin antibiotic	antibiotic target alteration
ESCHERICHIA COLI EF-TU MUTANTS CONFERRING RESISTANCE TO PULVOMYCIN	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	elfamycin	elfamycin antibiotic	antibiotic target alteration
ESCHERICHIA COLI EMRE	Escherichia coli emrE	MLS	macrolide antibiotic	antibiotic efflux
ESCHERICHIA COLI FABG MUTATIONS CONFERRING RESISTANCE TO TRICLOSAN	Escherichia coli fabG mutations conferring resistance to triclosan	triclosan	triclosan	antibiotic target alteration
ESCHERICHIA COLI FABI MUTATIONS CONFERRING RESISTANCE TO ISONIAZID AND TRICLOSAN	Escherichia coli fabI mutations conferring resistance to isoniazid and triclosan	multidrug	isoniazid;triclosan	antibiotic target alteration
ESCHERICHIA COLI FOLP WITH MUTATION CONFERRING RESISTANCE TO SULFONAMIDES	Escherichia coli folP with mutation conferring resistance to sulfonamides	sulfonamide	sulfonamide antibiotic;sulfone antibiotic	antibiotic target alteration
ESCHERICHIA COLI GLPT WITH MUTATION CONFERRING RESISTANCE TO FOSFOMYCIN	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	fosfomycin	fosfomycin	antibiotic target alteration
ESCHERICHIA COLI GYRA CONFERRING RESISTANCE TO FLUOROQUINOLONES	Escherichia coli gyrA conferring resistance to fluoroquinolones	multidrug	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
ESCHERICHIA COLI GYRA WITH MUTATION CONFERRING RESISTANCE TO TRICLOSAN	Escherichia coli gyrA with mutation conferring resistance to triclosan	triclosan	triclosan	antibiotic target alteration
ESCHERICHIA COLI GYRB CONFERRING RESISTANCE TO AMINOCOUMARIN	Escherichia coli gyrB conferring resistance to aminocoumarin	aminocoumarin	aminocoumarin antibiotic	antibiotic target alteration
ESCHERICHIA COLI LAMB	Escherichia coli LamB	multidrug	fluoroquinolone antibiotic;tetracycline antibiotic	reduced permeability to antibiotic;resistance by absence
ESCHERICHIA COLI MARR MUTANT CONFERRING ANTIBIOTIC RESISTANCE	Escherichia coli marR mutant conferring antibiotic resistance	multidrug	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration
ESCHERICHIA COLI MDFA	Escherichia coli mdfA	multidrug	benzalkonium chloride;rhodamine;tetracycline antibiotic	antibiotic efflux
ESCHERICHIA COLI MIPA	Escherichia coli mipA	multidrug	aminoglycoside antibiotic;fluoroquinolone antibiotic	reduced permeability to antibiotic;resistance by absence
ESCHERICHIA COLI MURA WITH MUTATION CONFERRING RESISTANCE TO FOSFOMYCIN	Escherichia coli murA with mutation conferring resistance to fosfomycin	fosfomycin	fosfomycin	antibiotic target alteration
ESCHERICHIA COLI NFSA MUTATIONS CONFERRING RESISTANCE TO NITROFURANTOIN	Escherichia coli nfsA mutations conferring resistance to nitrofurantoin	nitrofuran	nitrofuran antibiotic	antibiotic target alteration
ESCHERICHIA COLI NFSB WITH MUTATION CONFERRING RESISTANCE TO NITROFURANTOIN	Escherichia coli nfsB with mutation conferring resistance to nitrofurantoin	nitrofuran	nitrofuran antibiotic	antibiotic target alteration
ESCHERICHIA COLI OMPF WITH MUTATION CONFERRING RESISTANCE TO BETA-LACTAM ANTIBIOTICS	Escherichia coli ompF with mutation conferring resistance to beta-lactam antibiotics	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	reduced permeability to antibiotic
ESCHERICHIA COLI PARC CONFERRING RESISTANCE TO FLUOROQUINOLONE	Escherichia coli parC conferring resistance to fluoroquinolone	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target alteration
ESCHERICHIA COLI PARE CONFERRING RESISTANCE TO FLUOROQUINOLONES	Escherichia coli parE conferring resistance to fluoroquinolones	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target alteration
ESCHERICHIA COLI PTSI WITH MUTATION CONFERRING RESISTANCE TO FOSFOMYCIN	Escherichia coli PtsI with mutation conferring resistance to fosfomycin	fosfomycin	fosfomycin	antibiotic target alteration
ESCHERICHIA COLI ROB	Escherichia coli rob	multidrug	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux
ESCHERICHIA COLI RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN	Escherichia coli rpoB mutants conferring resistance to rifampicin	multidrug	peptide antibiotic;rifamycin antibiotic	antibiotic target alteration;antibiotic target replacement
ESCHERICHIA COLI SOXR WITH MUTATION CONFERRING ANTIBIOTIC RESISTANCE	Escherichia coli soxR with mutation conferring antibiotic resistance	multidrug	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration
ESCHERICHIA COLI SOXS WITH MUTATION CONFERRING ANTIBIOTIC RESISTANCE	Escherichia coli soxS with mutation conferring antibiotic resistance	multidrug	carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;antibiotic target alteration;reduced permeability to antibiotic
ESCHERICHIA COLI UHPA WITH MUTATION CONFERRING RESISTANCE TO FOSFOMYCIN	Escherichia coli UhpA with mutation conferring resistance to fosfomycin	fosfomycin	fosfomycin	antibiotic target alteration
ESCHERICHIA COLI UHPT WITH MUTATION CONFERRING RESISTANCE TO FOSFOMYCIN	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	fosfomycin	fosfomycin	antibiotic target alteration
ESCHERICHIA_COLI_LAMB	Escherichia_coli_LamB	multidrug	tetracycline antibiotic;fluoroquinolone antibiotic	reduced permeability to antibiotic;resistance by absence
ESCHERICHIA_COLI_MDFA	Escherichia_coli_mdfA	multidrug	tetracycline antibiotic;benzalkonium chloride;rhodamine	antibiotic efflux
ESCHERICHIA_COLI_MIPA	Escherichia_coli_mipA	multidrug	fluoroquinolone antibiotic; aminoglycoside antibiotic	reduced permeability to antibiotic;resistance by absence
ESP-1	ESP-1	beta-lactam	carbapenem	antibiotic inactivation
EVGA	evgA	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic	antibiotic efflux
EVGS	evgS	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic	antibiotic efflux
EXO-1	EXO-1	beta-lactam	penam	antibiotic inactivation
FACT	facT	elfamycin	elfamycin antibiotic	antibiotic efflux
FAR-1	FAR-1	beta-lactam	penam	antibiotic inactivation
FARA	farA	antibacterial_free_fatty_acids	antibacterial free fatty acids	antibiotic efflux
FARB	farB	antibacterial_free_fatty_acids	antibacterial free fatty acids	antibiotic efflux
FEXA	fexA	phenicol	phenicol antibiotic	antibiotic efflux
FEZ-1	FEZ-1	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
FIM-1	FIM-1	beta-lactam	carbapenem;cephalosporin	antibiotic inactivation
FLOR	floR	phenicol	phenicol antibiotic	antibiotic efflux
FMTC	fmtC	beta-lactam	beta-lactam antibiotics	-
FOMA	FomA	fosfomycin	fosfomycin	antibiotic inactivation
FOMB	FomB	fosfomycin	fosfomycin	antibiotic inactivation
FONA-1	FONA-1	beta-lactam	penam	antibiotic inactivation
FONA-2	FONA-2	beta-lactam	penam	antibiotic inactivation
FONA-3	FONA-3	beta-lactam	penam	antibiotic inactivation
FONA-4	FONA-4	beta-lactam	penam	antibiotic inactivation
FONA-5	FONA-5	beta-lactam	penam	antibiotic inactivation
FONA-6	FONA-6	beta-lactam	penam	antibiotic inactivation
FOSA	FosA	fosfomycin	fosfomycin	antibiotic inactivation
FOSA	fosA	fosfomycin	fosfomycin	antibiotic inactivation
FOSA2	FosA2	fosfomycin	fosfomycin	antibiotic inactivation
FOSA3	FosA3	fosfomycin	fosfomycin	antibiotic inactivation
FOSA4	FosA4	fosfomycin	fosfomycin	antibiotic inactivation
FOSA5	FosA5	fosfomycin	fosfomycin	antibiotic inactivation
FOSA6	FosA6	fosfomycin	fosfomycin	antibiotic inactivation
FOSA7	FosA7	fosfomycin	fosfomycin	antibiotic inactivation
FOSB	fosB	fosfomycin	fosfomycin	antibiotic inactivation
FOSB	FosB	fosfomycin	fosfomycin	antibiotic inactivation
FOSB1	FosB1	fosfomycin	fosfomycin	antibiotic inactivation
FOSB3	FosB3	fosfomycin	fosfomycin	antibiotic inactivation
FOSB4	FosB4	fosfomycin	fosfomycin	antibiotic inactivation
FOSB5	FosB5	fosfomycin	fosfomycin	antibiotic inactivation
FOSB6	FosB6	fosfomycin	fosfomycin	antibiotic inactivation
FOSC	fosC	fosfomycin	fosfomycin	antibiotic inactivation
FOSC	FosC	fosfomycin	fosfomycin	antibiotic inactivation
FOSC2	FosC2	fosfomycin	fosfomycin	antibiotic inactivation
FOSD	FosD	fosfomycin	fosfomycin	antibiotic inactivation
FOSK	FosK	fosfomycin	fosfomycin	antibiotic inactivation
FOSX	fosX	fosfomycin	fosfomycin	antibiotic inactivation
FOSX	FosX	fosfomycin	fosfomycin	antibiotic inactivation
FOX-1	FOX-1	beta-lactam	cephalosporin;cephamycin	antibiotic inactivation
FOX-10	FOX-10	beta-lactam	cephalosporin;cephamycin	antibiotic inactivation
FOX-2	FOX-2	beta-lactam	cephalosporin;cephamycin	antibiotic inactivation
FOX-3	FOX-3	beta-lactam	cephalosporin;cephamycin	antibiotic inactivation
FOX-4	FOX-4	beta-lactam	cephalosporin;cephamycin	antibiotic inactivation
FOX-5	FOX-5	beta-lactam	cephalosporin;cephamycin	antibiotic inactivation
FOX-7	FOX-7	beta-lactam	cephalosporin;cephamycin	antibiotic inactivation
FOX-8	FOX-8	beta-lactam	cephalosporin;cephamycin	antibiotic inactivation
FOX-9	FOX-9	beta-lactam	cephalosporin;cephamycin	antibiotic inactivation
FPH-1	FPH-1	beta-lactam	penam	antibiotic inactivation
FRI-1	FRI-1	beta-lactam	penam	antibiotic inactivation
FRI-2	FRI-2	beta-lactam	penam	antibiotic inactivation
FRI-3	FRI-3	beta-lactam	penam	antibiotic inactivation
FTU-1	FTU-1	beta-lactam	penam	antibiotic inactivation
FUSB	fusB	fusidic-acid	fusidic acid	antibiotic inactivation
FUSC	fusC	fusidic-acid	fusidic acid	antibiotic inactivation
FUSD	fusD	fusidic-acid	fusidic acid	antibiotic inactivation
FUSF	FusF	fusidic-acid	fusidic acid	antibiotic inactivation
FUSH	fusH	fusidic-acid	fusidic acid	antibiotic inactivation
GADW	gadW	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux
GADX	gadX	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux
GES-1	GES-1	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-10	GES-10	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-11	GES-11	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-12	GES-12	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-13	GES-13	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-14	GES-14	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-15	GES-15	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-16	GES-16	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-17	GES-17	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-18	GES-18	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-19	GES-19	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-2	GES-2	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-20	GES-20	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-21	GES-21	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-22	GES-22	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-23	GES-23	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-24	GES-24	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-26	GES-26	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-3	GES-3	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-4	GES-4	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-5	GES-5	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-6	GES-6	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-7	GES-7	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-8	GES-8	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GES-9	GES-9	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GIM-1	GIM-1	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	antibiotic inactivation
GIM-2	GIM-2	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem	antibiotic inactivation
GIMA	gimA	MLS	macrolide antibiotic	antibiotic inactivation
GOB-1	GOB-1	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-10	GOB-10	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-11	GOB-11	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-12	GOB-12	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-13	GOB-13	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-14	GOB-14	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-15	GOB-15	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-16	GOB-16	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-18	GOB-18	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-2	GOB-2	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-3	GOB-3	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-4	GOB-4	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-5	GOB-5	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-6	GOB-6	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-7	GOB-7	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-8	GOB-8	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOB-9	GOB-9	beta-lactam	carbapenem;cephalosporin;penam	antibiotic inactivation
GOLS	golS	multidrug	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem;phenicol antibiotic	antibiotic efflux
H-NS	H-NS	multidrug	cephalosporin;cephamycin;fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic	antibiotic efflux
HAEMOPHILUS INFLUENZAE PBP3 CONFERRING RESISTANCE TO BETA-LACTAM ANTIBIOTICS	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	beta-lactam	carbapenem;cephalosporin;cephamycin;monobactam;penam	antibiotic target alteration
HAEMOPHILUS PARAINFLUENZAE GYRA CONFERRING RESISTANCE TO FLUOROQUINOLONES	Haemophilus parainfluenzae gyrA conferring resistance to fluoroquinolones	multidrug	fluoroquinolone antibiotic;nybomycin	antibiotic target alteration
HAEMOPHILUS PARAINFLUENZAE PARC CONFERRING RESISTANCE TO FLUOROQUINOLONES	Haemophilus parainfluenzae parC conferring resistance to fluoroquinolones	fluoroquinolone	fluoroquinolone antibiotic	antibiotic target alteration
HALOBACTERIUM HALOBIUM 23S RRNA MUTATION CONFERRING RESISTANCE TO CHLORAMPHENICOL	Halobacterium halobium 23S rRNA mutation conferring resistance to chloramphenicol	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
HALOBACTERIUM SALINARUM 16S RRNA MUTATION CONFERRING RESISTANCE TO PACTAMYCIN	Halobacterium salinarum 16S rRNA mutation conferring resistance to pactamycin	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;pactamycin;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
HELICOBACTER PYLORI 16S RRNA MUTATION CONFERRING RESISTANCE TO TETRACYCLINE	Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline	multidrug	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration
HELICOBACTER PYLORI 23S RRNA WITH MUTATION CONFERRING RESISTANCE TO CLARITHROMYCIN	Helicobacter pylori 23S rRNA with mutation conferring resistance to clarithromycin	multidrug	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration
HERA-1	HERA-1	beta-lactam	penam	antibiotic inactivation
HERA-2	HERA-2	beta-lactam	penam	antibiotic inactivation
HERA-3	HERA-3	beta-lactam	penam	antibiotic inactivation
HERA-4	HERA-4	beta-lactam	penam	antibiotic inactivation
HERA-5	HERA-5	beta-lactam	penam	antibiotic inactivation
HERA-6	HERA-6	beta-lactam	penam	antibiotic inactivation
HERA-8	HERA-8	beta-lactam	penam	antibiotic inactivation
HMB-1	HMB-1	beta-lactam	carbapenem	antibiotic inactivation
HMRM	hmrM	multidrug	acridine dye;fluoroquinolone antibiotic	antibiotic efflux
HP1181	hp1181	multidrug	fluoroquinolone antibiotic;nitroimidazole antibiotic;tetracycline antibiotic	antibiotic efflux
HP1184	hp1184	multidrug	fluoroquinolone antibiotic;macrolide antibiotic;nitroimidazole antibiotic;tetracycline antibiotic	antibiotic efflux
IBC-2	IBC-2	beta-lactam	cephalosporin;carbapenem,penam	antibiotic inactivation
ICR-MC	ICR-Mc	peptide	peptide antibiotic	antibiotic target alteration
